block,mkt,code,name,last_date,close,pct_chg,chg5,chg10,chg20,trend,ma5,ma10,ma20,ma60,vs_ma20,vs_ma60,ma20_slope,dif,dea,macd_bar,macd_cross5,dif_above0,rsi6,rsi14,kdj_k,kdj_d,kdj_j,boll_pos,vol_ratio,vol5_vs20,turnover,hi20,lo20,hi60,lo60,from_hi60,range_pos60,limitups_20,pv_diverge,stale,ex_gaps_recent,error
CPO概念,SZ,300476,胜宏科技,20260922,242.1,-2.38,7.1,5.7,-1.2,震荡,234.08,231.39,233.69,248.58,3.6,-2.6,-1.5,-3.909,-6.214,4.61,金叉(3日前),False,61.3,52.0,60.3,48.5,83.8,70.0,1.57,1.31,5.43,264.94,217.44,353.97,177.88,-31.6,36.0,0,False,False,20180316:-44.5%;20160503:-60.6%,
CPO概念,SZ,300480,光力科技,20260922,32.38,-1.13,4.4,9.5,1.3,震荡,32.43,31.26,30.78,32.36,5.2,0.1,-0.3,0.081,-0.306,0.774,,True,62.2,54.2,82.9,78.3,92.2,81.0,0.89,0.94,4.11,33.56,27.81,46.4,21.4,-30.2,44.0,0,False,False,20220531:-22.9%;20160527:-50.9%,
CPO概念,SZ,300502,新易盛,20260922,455.0,-0.38,14.6,9.3,13.5,多头,440.95,425.24,412.75,449.74,10.2,1.2,1.5,3.351,-4.6,15.902,,True,74.6,59.3,74.4,67.9,87.3,102.0,0.99,1.06,2.76,475.0,378.56,618.87,347.0,-26.5,40.0,0,False,False,20260611:-28.5%;20250528:-27.7%;20230608:-30.5%,
CPO概念,SZ,300548,长芯博创,20260922,236.2,-3.19,14.3,11.7,20.4,多头,236.77,223.24,214.71,196.24,10.0,20.4,4.8,10.903,8.048,5.71,金叉(5日前),True,65.1,61.9,78.6,72.9,89.9,88.0,0.92,1.09,4.22,247.8,187.57,279.98,123.48,-15.6,72.0,0,False,False,20220513:-34.7%;20200520:-42.8%,
CPO概念,SZ,300570,太辰光,20260922,227.46,1.68,17.0,12.9,12.2,强多头,220.58,210.13,203.54,181.79,11.8,25.1,2.2,11.058,9.022,4.071,金叉(4日前),True,72.2,64.3,70.1,69.1,72.1,98.0,1.19,1.27,11.18,242.99,178.18,251.82,102.3,-9.7,84.0,0,False,False,20170630:-45.5%,
CPO概念,SZ,300571,平治信息,20260922,29.72,1.43,9.3,1.9,-0.8,震荡,29.07,28.5,29.01,32.13,2.4,-7.5,-1.1,-0.832,-1.14,0.615,金叉(5日前),False,67.1,49.1,57.7,44.6,83.9,71.0,1.18,1.14,6.06,31.14,26.81,46.67,25.12,-36.3,21.0,0,False,False,20180530:-36.7%;20170927:-50.2%,
CPO概念,SZ,300602,飞荣达,20260922,38.88,0.36,4.4,-2.2,-15.1,震荡,38.78,38.35,41.11,40.1,-5.4,-3.0,-2.0,-0.686,-0.346,-0.68,,False,45.7,46.2,53.9,39.9,82.0,32.0,0.73,0.67,4.88,46.74,35.6,51.68,30.54,-24.8,39.0,0,False,False,20200603:-36.3%;20190426:-34.6%;20180530:-51.4%,
CPO概念,SZ,300620,光库科技,20260922,292.0,-0.84,3.3,1.1,0.5,空头,294.84,292.66,293.65,281.41,-0.6,3.8,-0.4,1.293,1.843,-1.101,,True,48.0,50.1,51.6,49.6,55.8,46.0,1.03,1.15,4.7,325.98,276.19,375.73,184.35,-22.3,56.0,0,False,False,20230518:-31.5%;20211101:-33.8%,
CPO概念,SZ,300632,光莆股份,20260922,19.25,-3.22,8.8,4.6,4.0,多头,19.24,18.6,18.33,18.88,5.0,2.0,1.2,0.108,-0.116,0.448,,True,59.4,54.3,67.8,57.6,88.2,84.0,1.13,1.25,7.22,20.24,16.88,28.8,13.51,-33.2,38.0,0,False,False,20200417:-23.7%;20180621:-23.2%,
CPO概念,SZ,300652,雷迪克,20260922,27.84,2.92,11.9,1.0,-3.6,震荡,26.48,26.11,27.1,28.93,2.7,-3.8,-1.9,-0.709,-0.89,0.361,金叉(2日前),False,70.0,52.3,47.0,32.0,76.9,65.0,2.43,1.9,4.24,29.3,24.51,37.35,22.73,-25.5,35.0,0,False,False,20250605:-23.0%,
CPO概念,SZ,300657,弘信电子,20260922,37.96,-1.38,2.4,9.5,12.7,强多头,37.45,36.58,35.91,35.51,5.7,6.9,2.2,0.613,0.287,0.653,,True,64.0,57.5,81.8,74.4,96.7,87.0,1.06,1.11,6.01,39.03,32.45,45.0,29.38,-15.6,55.0,0,False,False,20200528:-40.2%;20190409:-41.5%,
CPO概念,SZ,300661,圣邦股份,20260922,121.68,-0.76,11.9,13.6,5.9,多头,119.54,113.65,112.66,113.1,8.0,7.6,1.4,2.024,0.402,3.245,金叉(4日前),True,70.3,60.6,72.8,62.3,93.9,92.0,0.91,1.37,1.46,127.47,104.22,151.9,88.72,-19.9,52.0,0,False,False,20250620:-22.9%;20230616:-21.9%;20220622:-33.3%,
CPO概念,SZ,300684,中石科技,20260922,111.76,12.02,25.7,26.7,29.9,强多头,99.4,92.34,92.09,71.39,21.4,56.5,3.7,7.079,6.31,1.537,金叉(1日前),True,83.5,70.7,75.4,59.9,106.3,121.0,1.34,0.8,15.88,116.66,78.5,116.66,41.26,-4.2,94.0,0,True,False,20190603:-36.8%;20180907:-44.0%,
CPO概念,SZ,300708,聚灿光电,20260922,9.42,1.51,8.8,12.3,20.6,强多头,8.93,8.63,8.45,7.96,11.5,18.4,3.6,0.286,0.194,0.186,,True,85.7,73.8,80.4,72.6,96.2,112.0,2.07,1.51,7.6,9.68,7.75,9.68,6.78,-2.7,91.0,0,False,False,20250815:-30.1%;20210929:-46.4%,
CPO概念,SZ,300709,精研科技,20260922,39.13,0.23,4.8,-9.5,-3.2,震荡,38.54,38.67,41.39,40.34,-5.5,-3.0,-0.9,-0.732,-0.339,-0.787,,False,46.8,46.4,36.2,28.8,51.0,33.0,0.4,0.41,4.41,48.9,35.81,58.88,30.7,-33.5,30.0,0,False,False,20200612:-26.0%,
CPO概念,SZ,300726,宏达电子,20260922,58.72,-2.99,5.3,16.6,14.1,多头,58.69,56.17,54.14,55.96,8.5,4.9,3.1,1.232,0.272,1.92,,True,62.9,58.3,81.0,77.7,87.7,86.0,1.3,1.32,7.92,61.83,48.3,93.19,42.02,-37.0,33.0,0,False,False,,
CPO概念,SZ,300739,明阳电路,20260922,31.03,-1.62,12.9,27.2,39.3,强多头,30.33,28.79,25.96,24.59,19.5,26.2,8.3,2.014,1.324,1.379,,True,77.1,71.2,89.7,88.3,92.7,89.0,1.03,1.34,6.73,32.17,21.91,36.31,17.66,-14.5,72.0,0,False,False,20190524:-37.1%;20180523:-33.4%,
CPO概念,SZ,300757,罗博特科,20260922,605.88,-2.4,0.8,-5.9,23.1,震荡,613.64,619.28,598.02,514.9,1.3,17.7,5.2,26.275,29.919,-7.287,死叉(4日前),True,46.7,56.7,33.1,44.9,9.4,56.0,0.85,0.78,3.17,660.0,507.0,660.0,353.49,-8.2,82.0,0,False,False,20240613:-29.3%,
CPO概念,SZ,300811,铂科新材,20260922,86.45,1.21,3.4,5.9,14.9,强多头,84.58,83.74,80.58,75.98,7.3,13.8,2.9,2.757,2.355,0.804,,True,69.1,61.3,77.8,78.1,77.1,85.0,1.18,0.93,4.48,89.76,71.94,105.0,54.3,-17.7,63.0,0,False,False,20260527:-27.6%;20240612:-28.5%;20230616:-44.5%,
CPO概念,SZ,300812,易天股份,20260922,20.34,2.47,8.2,5.0,5.8,多头,19.87,19.43,19.37,19.92,5.0,2.1,1.0,0.061,-0.095,0.313,,True,76.3,58.7,82.5,71.8,103.8,111.0,1.72,1.37,5.05,20.55,18.28,30.48,15.38,-33.3,33.0,0,False,False,20260604:-29.1%;20210531:-46.1%,
CPO概念,SZ,300814,中富电路,20260922,143.25,-0.35,3.1,5.5,4.1,多头,143.78,140.23,137.04,139.78,4.5,2.5,1.3,1.714,0.54,2.348,,True,58.3,54.0,75.2,75.5,74.6,81.0,1.22,1.04,4.05,152.24,125.02,204.19,94.75,-29.8,44.0,0,False,False,,
CPO概念,SZ,300852,四会富仕,20260922,73.68,1.98,13.8,32.7,63.7,强多头,69.73,66.76,57.37,50.68,28.4,45.4,11.9,6.668,5.056,3.224,,True,88.8,78.6,87.3,86.0,89.7,90.0,0.95,1.07,7.67,75.4,43.76,83.09,32.74,-11.3,81.0,0,False,False,20240508:-29.5%;20210430:-45.2%,
CPO概念,SZ,300857,协创数据,20260922,273.35,0.09,9.0,2.7,14.8,强多头,268.06,262.68,260.76,254.59,4.8,7.4,2.3,4.496,3.317,2.358,金叉(3日前),True,67.5,57.7,71.7,60.3,94.4,85.0,0.9,0.86,3.18,278.6,232.0,343.0,183.61,-20.3,56.0,0,False,False,20260422:-27.8%;20250512:-27.9%,
CPO概念,SZ,300903,科翔股份,20260922,109.32,-0.18,-0.1,24.1,38.5,多头,110.97,103.76,96.27,80.69,13.6,35.5,9.5,8.715,7.373,2.683,,True,71.2,68.6,83.2,81.1,87.4,80.0,0.82,0.93,6.01,115.96,75.0,115.96,43.17,-5.7,91.0,1,False,False,20220602:-44.5%,
CPO概念,SZ,300913,兆龙互连,20260922,41.89,-3.46,-6.9,17.0,17.0,震荡,42.89,42.91,39.36,37.08,6.4,13.0,5.1,1.859,1.48,0.759,,True,50.6,56.5,55.5,64.0,38.4,67.0,1.14,1.23,7.38,47.47,34.55,47.86,30.3,-12.5,66.0,0,False,False,20230621:-29.1%;20220616:-33.1%,
CPO概念,SZ,300964,本川智能,20260922,77.25,2.78,10.5,23.2,36.1,强多头,73.89,71.24,65.07,60.92,18.7,26.8,7.3,4.551,3.271,2.561,,True,81.9,71.4,83.8,83.7,84.1,95.0,1.19,1.15,10.68,82.6,55.8,88.6,41.77,-12.8,76.0,0,False,False,20260624:-28.2%,
CPO概念,SZ,300976,达瑞电子,20260922,64.16,-0.6,6.4,8.8,12.1,强多头,63.33,61.04,59.77,59.01,7.3,8.7,2.6,1.499,0.889,1.219,,True,68.7,59.2,84.1,73.2,106.0,94.0,0.74,0.87,3.62,65.2,54.58,81.97,40.95,-21.7,57.0,0,False,False,20260601:-29.4%;20250606:-28.8%;20210602:-44.8%,
CPO概念,SZ,301013,利和兴,20260922,38.68,-2.62,-0.7,5.1,-1.9,空头,39.53,38.7,38.45,43.87,0.6,-11.8,-0.9,-0.867,-1.347,0.96,,False,47.0,46.3,69.8,68.4,72.5,54.0,0.98,1.08,8.63,41.41,35.08,76.18,31.03,-49.2,17.0,0,False,False,20220609:-33.4%,
CPO概念,SZ,301029,怡合达,20260922,25.15,1.45,5.1,-0.9,-2.7,震荡,24.63,24.22,24.98,26.12,0.7,-3.7,-0.4,-0.392,-0.476,0.169,金叉(2日前),False,64.3,50.5,69.9,51.0,107.8,55.0,0.77,0.7,1.19,26.47,22.88,32.09,22.88,-21.6,25.0,0,False,False,,
CPO概念,SZ,301041,金百泽,20260922,37.45,3.45,14.4,23.5,40.4,强多头,35.87,34.01,31.46,27.03,19.1,38.6,9.0,2.612,2.074,1.076,,True,79.7,75.1,91.1,88.2,97.0,99.0,1.67,1.7,16.33,37.75,26.01,37.75,18.02,-0.8,98.0,0,False,False,,
CPO概念,SZ,301085,亚康股份,20260922,85.62,11.57,21.4,23.8,45.9,强多头,78.01,75.0,69.1,62.62,23.9,36.7,7.0,4.692,3.375,2.633,,True,87.7,79.0,85.5,82.1,92.2,109.0,1.37,0.94,14.24,87.5,57.58,87.5,46.38,-2.1,95.0,0,False,False,,
CPO概念,SZ,301123,奕东电子,20260922,79.3,-1.59,0.5,2.1,2.9,多头,79.94,78.35,78.21,78.69,1.4,0.8,1.9,0.909,0.623,0.571,,True,52.9,52.4,72.3,67.0,82.8,63.0,0.77,0.94,4.33,84.4,71.55,121.74,53.28,-34.9,38.0,0,False,False,,
CPO概念,SZ,301128,强瑞技术,20260922,121.56,-0.32,13.0,3.7,7.6,多头,122.57,116.2,117.43,116.75,3.5,4.1,3.0,1.663,0.787,1.752,金叉(4日前),True,59.3,54.4,72.0,61.4,93.0,67.0,0.77,1.02,5.08,129.42,103.48,162.0,84.0,-25.0,48.0,0,False,False,20260519:-29.5%;20250523:-29.2%,
CPO概念,SZ,301132,满坤科技,20260922,68.33,8.01,10.4,60.4,90.2,强多头,62.76,57.75,48.38,39.57,41.2,72.7,16.0,7.457,5.457,3.999,,True,91.2,85.7,87.1,87.3,86.5,97.0,1.94,1.64,21.03,72.0,35.6,72.0,24.35,-5.1,92.0,1,False,False,,
CPO概念,SZ,301165,锐捷网络,20260922,113.53,-2.52,7.0,3.0,-1.9,空头,115.27,111.4,114.26,114.31,-0.6,-0.7,-1.2,-1.086,-1.355,0.54,金叉(2日前),False,49.8,48.7,65.4,53.6,89.1,47.0,0.95,1.06,1.28,131.94,103.5,149.3,82.84,-24.0,46.0,0,False,False,20260525:-28.9%;20250604:-28.8%,
CPO概念,SZ,301172,君逸数码,20260922,18.82,0.59,8.1,3.5,11.3,强多头,18.65,18.28,18.02,17.83,4.5,5.5,2.1,0.218,0.116,0.202,金叉(5日前),True,64.8,57.4,68.7,59.0,88.0,84.0,0.73,0.84,2.84,19.33,16.36,21.54,13.81,-12.6,65.0,0,False,False,20260805:-23.6%;20250617:-28.1%,
CPO概念,SZ,301183,东田微,20260922,306.23,0.89,15.7,29.9,31.2,强多头,302.48,275.08,251.38,213.63,21.8,43.3,8.0,24.596,18.326,12.54,,True,85.3,75.4,91.1,87.4,98.7,93.0,1.0,1.26,7.8,313.4,209.89,313.4,133.0,-2.3,96.0,0,False,False,,
CPO概念,SZ,301205,联特科技,20260922,327.5,2.02,20.4,6.0,7.8,多头,313.35,300.41,302.77,277.33,8.2,18.1,1.6,7.128,4.907,4.441,金叉(2日前),True,69.8,59.9,74.8,57.9,108.8,86.0,0.91,1.01,7.57,340.88,269.03,359.61,153.0,-8.9,84.0,0,False,False,20230630:-46.4%,
CPO概念,SZ,301251,威尔高,20260922,86.0,6.46,26.2,53.3,83.1,强多头,80.19,71.05,62.1,48.48,38.5,77.4,14.9,9.161,6.798,4.727,,True,83.0,79.3,86.1,84.9,88.3,101.0,1.35,1.55,8.0,88.88,45.0,88.88,26.57,-3.2,95.0,1,False,False,20260529:-28.4%,
CPO概念,SZ,301312,智立方,20260922,86.91,0.84,9.6,2.5,18.2,强多头,86.28,83.52,81.59,76.8,6.5,13.2,5.2,3.208,2.739,0.939,,True,64.7,60.0,74.0,69.1,83.7,84.0,1.16,0.92,8.85,91.15,70.77,130.99,51.71,-33.7,44.0,0,True,False,20260603:-27.5%;20250529:-28.4%;20240530:-29.7%,
CPO概念,SZ,301319,唯特偶,20260922,97.96,-1.92,4.5,3.7,-3.2,震荡,98.63,95.34,97.13,107.54,0.8,-8.9,-2.2,-2.412,-3.423,2.022,金叉(5日前),False,53.0,48.1,71.5,63.2,88.2,54.0,1.1,1.23,6.66,108.3,86.37,189.99,75.99,-48.4,19.0,0,False,False,20260521:-33.0%;20250522:-31.9%;20240528:-33.4%,
CPO概念,SZ,301338,凯格精机,20260922,102.45,-0.15,5.2,2.7,5.1,多头,102.27,100.24,99.51,103.34,2.9,-0.9,1.2,0.295,-0.477,1.545,,True,59.2,52.8,73.9,68.3,85.0,76.0,1.19,1.15,5.33,106.2,92.55,176.13,72.91,-41.8,29.0,0,False,False,20260611:-29.1%;20230606:-28.8%,
CPO概念,SZ,301387,光大同创,20260922,56.89,-1.54,6.2,2.9,1.6,多头,56.81,55.65,55.74,58.87,2.1,-3.4,0.3,-0.358,-0.862,1.007,,False,57.4,50.9,70.9,60.3,92.1,73.0,0.69,0.93,3.14,59.69,51.2,97.29,43.0,-41.5,26.0,0,False,False,20240529:-30.7%,
CPO概念,SZ,301419,阿莱德,20260922,48.48,1.89,23.0,17.3,24.3,强多头,45.78,42.85,40.45,36.31,19.8,33.5,4.1,2.74,1.918,1.644,金叉(5日前),True,81.4,69.1,86.4,79.2,100.9,105.0,0.97,1.23,7.53,49.18,35.35,51.56,24.9,-6.0,88.0,0,False,False,20260528:-25.0%,
CPO概念,SZ,301486,致尚科技,20260922,218.87,-0.19,22.5,15.9,27.5,强多头,216.55,201.29,189.61,172.88,15.4,26.6,6.5,11.95,8.451,6.997,,True,73.7,65.0,84.9,77.6,99.5,92.0,0.84,1.26,8.4,223.69,160.22,223.69,115.5,-2.2,96.0,1,False,False,,
CPO概念,SZ,301511,德福科技,20260922,111.1,0.44,-0.9,7.8,36.4,强多头,110.17,109.28,100.44,96.94,10.6,14.6,6.5,5.459,4.383,2.152,,True,65.9,61.0,62.4,69.1,49.1,76.0,0.73,0.84,6.49,118.51,77.68,164.38,62.4,-32.4,48.0,0,False,False,20240520:-28.8%,
CPO概念,SZ,301517,陕西华达,20260922,38.61,1.47,5.5,1.1,1.7,震荡,37.83,37.56,37.92,40.02,1.8,-3.5,-0.1,-0.499,-0.696,0.393,金叉(5日前),False,64.9,51.3,53.5,44.7,71.2,78.0,2.98,1.38,6.85,40.13,36.27,53.9,33.05,-28.4,27.0,0,False,False,20250618:-28.7%,
CPO概念,SZ,301628,强达电路,20260922,119.86,5.06,-1.8,2.1,32.4,多头,118.69,122.27,112.63,93.02,6.4,28.9,6.8,7.507,8.366,-1.717,死叉(3日前),True,54.5,59.3,31.8,44.4,6.5,65.0,1.17,1.08,16.02,135.0,88.48,135.0,63.09,-11.2,79.0,0,False,False,,
CPO概念,SZ,301689,电科思仪,,,,,,,数据不足,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient(9)
CPO概念,SH,600103,青山纸业,20260922,3.77,-1.82,12.5,-6.9,19.7,多头,3.72,3.69,3.76,3.16,0.3,19.2,5.6,0.128,0.154,-0.052,,True,54.4,55.3,58.6,47.7,80.5,51.0,0.49,0.69,8.36,4.2,3.17,4.2,2.4,-10.2,76.0,5,False,False,20190603:-22.7%;20070118:-16.6%;20061227:-23.5%,
CPO概念,SH,600105,永鼎股份,20260922,45.41,-2.8,10.5,16.1,18.0,多头,45.79,43.53,41.35,41.15,9.8,10.4,4.5,1.557,0.807,1.5,,True,64.9,60.3,81.0,79.3,84.5,86.0,0.96,1.24,8.73,47.62,36.72,67.5,29.11,-32.7,42.0,1,False,False,20180521:-23.8%;20160607:-49.4%;20100625:-29.1%,
CPO概念,SH,600114,东睦股份,20260922,27.71,-0.54,3.7,-3.9,-5.8,震荡,27.63,27.54,28.74,29.44,-3.6,-5.9,-1.5,-0.607,-0.556,-0.101,,False,45.2,44.3,49.0,36.9,73.2,31.0,0.64,0.83,1.61,31.6,26.11,38.8,24.15,-28.6,24.0,0,False,False,20180426:-33.5%;20140430:-33.9%;20060222:-22.8%,
CPO概念,SH,600171,上海贝岭,20260922,23.1,-0.22,4.9,2.6,2.9,多头,22.93,22.53,22.7,23.91,1.7,-3.4,0.5,-0.145,-0.297,0.304,金叉(5日前),False,65.5,52.8,74.2,61.7,99.2,74.0,1.24,1.29,1.5,23.55,21.54,32.86,21.54,-29.7,14.0,0,False,False,20060123:-13.0%;20020423:-23.8%;19990706:-30.3%,
CPO概念,SH,600183,生益科技,20260922,143.45,-1.93,-4.5,-1.9,11.2,震荡,146.83,147.4,145.43,137.83,-1.4,4.1,3.4,2.727,3.344,-1.233,死叉(3日前),True,43.1,50.5,40.4,50.6,20.0,40.0,0.81,0.98,2.52,157.5,124.0,175.88,97.51,-18.4,59.0,0,False,False,20180528:-32.8%;20120601:-26.1%;20060925:-33.6%,
CPO概念,SH,600184,光电股份,20260922,20.42,-3.13,-7.7,12.9,16.3,震荡,21.33,20.61,19.33,19.12,5.6,6.8,5.3,0.79,0.527,0.526,,True,49.4,55.5,69.5,74.6,59.2,67.0,1.13,1.53,5.99,22.63,17.19,33.55,14.6,-39.1,31.0,1,False,False,20150423:-48.5%;20070531:-33.2%,
CPO概念,SH,600353,旭光电子,20260922,33.32,-0.95,1.7,5.0,-5.6,震荡,33.88,33.07,33.52,32.71,-0.6,1.9,-1.4,0.315,0.338,-0.045,死叉(1日前),True,49.2,50.9,64.4,61.0,71.4,47.0,0.92,1.02,6.66,37.8,29.64,47.9,20.72,-30.4,46.0,0,False,False,20230519:-28.4%;20150706:-45.2%;20110701:-49.3%,
CPO概念,SH,600410,华胜天成,20260922,16.48,-4.13,5.0,13.1,23.4,强多头,16.45,15.72,14.99,14.71,10.0,12.1,5.3,0.537,0.274,0.527,,True,64.1,61.7,75.3,77.8,70.2,85.0,1.38,1.56,13.84,17.98,13.19,17.98,11.95,-8.3,75.0,2,False,False,20160511:-27.3%;20120612:-17.7%;20080508:-18.7%,
CPO概念,SH,600487,亨通光电,20260922,73.0,1.74,16.9,15.7,13.0,强多头,69.63,66.95,66.53,64.8,9.7,12.7,3.1,1.652,0.781,1.742,金叉(4日前),True,77.0,62.7,72.6,63.0,91.9,103.0,1.18,1.13,8.72,76.35,61.22,109.55,45.6,-33.4,43.0,1,False,False,20180629:-27.9%;20150924:-65.7%;20140526:-33.7%,
CPO概念,SH,600498,烽火通信,20260922,43.51,-1.45,8.0,8.1,7.0,多头,43.47,42.02,41.17,42.53,5.7,2.3,2.6,0.63,0.075,1.111,,True,65.8,57.0,77.8,73.5,86.4,84.0,0.86,1.16,6.43,45.24,37.42,73.96,31.36,-41.2,29.0,0,False,False,20130522:-49.4%;20060307:-40.5%,
CPO概念,SH,600522,中天科技,20260922,36.88,-0.19,6.8,13.4,8.8,多头,36.28,35.17,34.45,35.78,7.1,3.1,2.5,0.487,-0.003,0.98,,True,71.3,58.7,81.2,78.3,86.8,92.0,1.34,1.3,8.38,38.48,31.5,60.13,27.02,-38.7,30.0,0,False,False,20160630:-59.8%;20120510:-44.4%;20060619:-23.9%,
CPO概念,SH,600584,长电科技,20260922,72.24,0.03,8.0,5.3,-2.4,震荡,70.95,69.24,70.71,78.87,2.2,-8.4,-2.0,-1.568,-2.278,1.42,金叉(3日前),False,61.6,50.1,66.6,52.1,95.6,63.0,1.35,1.36,5.94,77.98,65.5,113.87,60.84,-36.6,21.0,0,False,False,20080429:-51.0%;20040524:-37.7%,
CPO概念,SH,600601,方正科技,20260922,15.36,0.72,5.6,6.1,33.0,强多头,14.98,14.85,13.81,12.55,11.2,22.4,5.6,0.786,0.701,0.169,,True,71.0,66.5,70.8,73.1,66.2,82.0,0.92,0.95,4.8,15.8,11.26,15.86,8.68,-3.2,93.0,0,False,False,20070705:-32.0%;20040715:-49.9%;20030709:-12.9%,
CPO概念,SH,600703,三安光电,20260922,12.87,-0.85,3.5,0.1,-2.6,空头,12.89,12.74,12.93,13.75,-0.4,-6.4,-1.0,-0.197,-0.248,0.102,金叉(4日前),False,50.5,47.0,65.5,52.8,90.8,46.0,0.95,0.91,2.07,13.89,12.14,21.6,10.84,-40.4,19.0,1,False,False,20160715:-37.9%;20140704:-33.5%;20110523:-54.4%,
CPO概念,SH,600933,爱柯迪,20260922,13.96,-4.05,10.5,3.2,0.8,震荡,13.64,13.27,13.42,13.65,4.0,2.3,-0.2,0.001,-0.129,0.261,金叉(3日前),True,60.3,55.9,66.7,50.8,98.3,77.0,2.19,2.09,2.45,14.7,12.2,15.71,12.2,-11.1,50.0,0,False,False,,
CPO概念,SH,601137,博威合金,20260922,20.35,-1.45,6.0,1.0,3.4,多头,20.27,19.93,20.4,19.11,-0.2,6.5,1.4,0.237,0.273,-0.072,,True,56.0,55.0,67.4,53.4,95.3,48.0,0.67,0.8,1.09,22.06,18.86,23.8,15.83,-14.5,57.0,0,False,False,20160422:-50.2%,
CPO概念,SH,601138,工业富联,20260922,63.3,-0.47,4.1,-2.2,5.2,多头,62.64,62.88,63.25,63.12,0.1,0.3,0.5,-0.241,-0.218,-0.047,,False,53.2,50.2,46.1,37.6,63.0,51.0,0.8,0.87,0.38,66.88,59.38,73.88,53.22,-14.3,49.0,0,False,False,,
CPO概念,SH,601231,环旭电子,20260922,26.89,1.4,7.7,7.1,1.7,震荡,26.6,26.39,26.24,26.52,2.5,1.4,-0.1,-0.059,-0.201,0.284,金叉(5日前),False,57.1,52.1,56.6,50.4,68.9,69.0,1.14,1.2,1.53,28.49,24.48,32.77,21.4,-17.9,48.0,1,False,False,20150623:-50.3%,
CPO概念,SH,601869,长飞光纤,20260922,456.6,-0.52,-1.2,9.5,15.7,震荡,459.72,457.2,431.26,388.69,5.9,17.5,5.6,23.058,21.625,2.865,,True,58.7,60.4,66.4,73.9,51.5,72.0,1.05,0.91,3.66,483.8,374.5,542.87,255.55,-15.9,70.0,1,False,False,,
CPO概念,SH,603011,合锻智能,20260922,27.06,-0.26,-0.1,3.1,18.7,多头,27.49,26.95,26.27,23.86,3.0,13.4,4.3,0.928,0.912,0.033,,True,54.3,56.6,63.6,65.8,59.2,66.0,0.84,0.84,9.1,28.92,21.62,36.39,16.41,-25.6,53.0,2,True,False,20160510:-51.9%,
CPO概念,SH,603031,安孚科技,20260922,41.59,-1.93,-1.8,-5.3,6.2,震荡,42.45,42.47,41.4,42.03,0.5,-1.0,2.3,0.429,0.331,0.196,,True,45.1,49.9,59.0,63.9,49.2,53.0,0.81,0.82,2.37,44.75,37.39,55.9,33.37,-25.6,36.0,0,False,False,20260429:-30.3%;20240419:-32.6%;20180607:-29.0%,
CPO概念,SH,603052,可川科技,20260922,59.23,-0.8,8.2,4.4,4.2,多头,59.77,57.4,57.59,58.0,2.8,2.1,1.2,0.363,-0.112,0.95,金叉(5日前),True,58.4,53.6,72.6,63.9,90.1,71.0,0.93,1.19,2.34,61.77,52.02,80.8,43.9,-26.7,42.0,1,False,False,20250623:-29.5%;20240603:-29.4%;20230516:-29.3%,
CPO概念,SH,603083,剑桥科技,20260922,219.0,-1.93,1.2,-1.5,26.2,震荡,222.59,222.61,208.19,186.01,5.2,17.7,6.0,11.881,11.599,0.565,,True,52.2,57.8,53.4,61.8,36.6,66.0,0.83,0.92,7.57,237.87,175.5,257.5,125.7,-15.0,71.0,2,False,False,20200813:-22.3%;20190822:-22.9%;20180823:-30.7%,
CPO概念,SH,603118,共进股份,20260922,18.2,-2.41,12.1,0.9,12.0,多头,17.83,17.24,17.49,15.88,4.1,14.6,1.4,0.384,0.333,0.102,金叉(2日前),True,60.3,56.2,73.6,60.6,99.5,72.0,0.85,0.97,10.19,18.93,15.45,20.58,11.61,-11.6,73.0,3,True,False,20170606:-55.0%,
CPO概念,SH,603203,快克智能,20260922,46.99,-1.9,7.1,7.8,10.2,多头,46.41,44.92,44.1,46.12,6.5,1.9,2.0,0.564,-0.032,1.192,,True,67.7,58.5,78.7,72.3,91.4,94.0,1.1,1.15,2.88,48.8,40.62,77.77,34.8,-39.6,28.0,0,False,False,20260608:-18.4%;20220613:-25.9%;20210623:-18.5%,
CPO概念,SH,603220,中贝通信,20260922,18.76,0.54,7.8,1.2,1.2,多头,18.34,18.2,18.39,18.86,2.0,-0.5,0.1,-0.188,-0.274,0.172,金叉(3日前),False,64.4,52.4,65.6,48.7,99.3,75.0,0.96,0.94,3.0,19.22,17.23,22.21,16.4,-15.5,41.0,0,False,False,20240724:-25.8%,
CPO概念,SH,603228,景旺电子,20260922,106.12,-3.67,1.5,-0.8,16.6,震荡,106.28,107.55,101.43,86.59,4.6,22.6,3.9,4.916,5.21,-0.588,死叉(3日前),True,52.5,57.5,45.2,55.1,25.4,65.0,1.0,0.84,3.91,113.6,85.6,113.6,61.54,-6.6,86.0,1,True,False,20200526:-28.7%;20190516:-29.5%,
CPO概念,SH,603267,鸿远电子,20260922,51.45,-1.42,2.3,7.6,8.7,多头,51.27,50.27,49.29,51.87,4.4,-0.8,1.6,0.17,-0.374,1.088,,True,61.6,55.0,71.0,71.2,70.5,86.0,1.21,1.41,3.83,53.99,46.62,81.77,41.4,-37.1,25.0,0,False,False,20200602:-28.0%,
